gotu	covered_length	total_length	coverage_ratio	strain
G000614065	45269	2546609	0.017776187863939853	Prevotella dentasini JCM 15908
G000424105	45208	2871860	0.015741714428976344	Lachnospira multipara ATCC 19207
G000158475	45182	2488386	0.01815715086003538	Oxalobacter formigenes HOxBLS
G000239275	45125	1798854	0.025085415492307882	Anaeroglobus geminatus F0357
G000325085	45117	4509469	0.010004947367417317	Yersinia pestis I2001001
G001308145	45007	2577731	0.017459928906468518	Weissella cibaria CH2
G000179635	44973	4482087	0.010033941777569244	Ruminococcus albus 7 = DSM 20455 7
G000174815	44927	2064508	0.021761601311305164	Porphyromonas endodontalis ATCC 35406
G001299455	44917	1762219	0.025488886455088726	Clostridiales bacterium SIT11 Ndiopella massiliensis
G000026405	44765	1896614	0.023602588613181173	Leuconostoc citreum KM20
G001647675	44691	3048277	0.01466106918760992	Acinetobacter sp. NCu2D-2 ASM164767v1
G000751555	44610	3196602	0.013955443937030635	Anaerosalibacter massiliensis Anaerosalibacter massiliensis ND1
G000376985	44256	2422509	0.018268662778961813	Streptococcus henryi DSM 19005
G000282995	44181	3007775	0.014688931186674536	Melaminivora alkalimesophila CY1
G000160875	44144	1277649	0.03455096039679129	Lactobacillus iners DSM 13335 ASM16087v1
G000526495	44092	4469680	0.009864688299833545	[Clostridium] josui JCM 17888 ASM52649v1
G000013645	43953	9731138	0.004516737919038863	Paraburkholderia xenovorans LB400 ASM1364v1
G001049335	43799	5350059	0.008186638689405107	Brenneria goodwinii OBR1
G000158615	43484	2171245	0.020027219406377448	Eikenella corrodens ATCC 23834
G001597285	43378	4406305	0.009844529600197898	Pseudomonas alcaligenes NEB 585
G000364165	43249	2912727	0.014848284786044143	Clostridium sp. ASF356 Clos_bact_ASF356_V1
G000160135	43042	2676554	0.01608112520801	Oribacterium sp. oral taxon 078 str. F0262
G000428125	42927	3633399	0.011814557113050341	Bacteroides graminisolvens DSM 19988 = JCM 15093 DSM 19988
G000008345	42924	2560265	0.01676545201375639	Propionibacterium acnes KPA171202
G000423765	42897	2290936	0.018724661011918272	Streptococcus porci DSM 23759
G001486445	42874	2090771	0.02050631082983263	Eggerthellaceae bacterium AT8 Hugonella massiliensis
G000420065	42859	2022936	0.02118653284137511	Varibaculum cambriense DSM 15806
G001299475	42708	1920334	0.02223988118733512	Neofamilia massiliensis SIT13
G001570625	42522	3191472	0.013323632480560694	Syntrophomonas wolfei subsp. methylbutyratica JCM14075
G000757425	42490	4413398	0.009627502436897828	Tatumella morbirosei LMG 23360
G001564455	42284	2542486	0.01663096669952165	Faecalibaculum rodentium ALO17
G001767275	42265	2131361	0.01983005225299703	Pediococcus acidilactici ZPA017
G000814825	42161	1967093	0.021433150339104454	Coriobacteriaceae bacterium 68-1-3 ASM81482v1
G000262245	42056	2253160	0.018665341120914627	Pasteurella bettyae CCUG 2042
G000818035	42044	2256647	0.01863118157159715	Neisseria elongata subsp. glycolytica ATCC 29315 ASM81803v1
G000379985	42027	2122044	0.01980496163133281	Streptococcus caballi DSM 19004
G000239955	42020	2284024	0.01839735484390707	Weissella confusa LBAE C39-2
G000196015	41960	6913352	0.006069414663104092	Cupriavidus metallidurans CH34
G000820705	41633	3560738	0.011692239080774828	Clostridium polynesiense MS1
G000368625	41581	3394558	0.012249311987009796	Acinetobacter schindleri CIP 107287
G001481655	41463	4457748	0.009301333318976309	Myroides odoratimimus PR63039
G000431515	41428	2462470	0.016823758258983867	Clostridium sp. CAG:632 MGS632
G000237995	41167	1978793	0.02080409623442169	Pediococcus claussenii ATCC BAA-344
G000272025	41132	3829108	0.010741927362717374	Ralstonia sp. PBA ASM27202v1
G900087055	40678	3405979	0.01194311532748734	Plesiomonas shigelloides NCTC10360
G001643775	40536	2446250	0.016570669391926418	Denitrobacterium detoxificans NPOH1
G000423445	40127	2938072	0.013657595865588045	Acidipropionibacterium thoenii DSM 20276
G001293525	40050	6142063	0.006520610420309918	Ideonella sakaiensis 201-F6
G000411555	40041	1665560	0.024040562933788034	Atopobium sp. oral taxon 199 str. F0494
G001441165	40020	3651382	0.010960233686861578	Acidipropionibacterium acidipropionici CGMCC 1.2230
G001436895	39995	2218304	0.018029539684371484	Weissella confusa DSM 20196
G000213805	39883	4920769	0.008105033989606096	Pseudomonas fulva 12-X
G000312365	39825	2265938	0.01757550294844784	Anaerococcus provenciensis 9402080
G000300135	39542	1773468	0.02229642711342973	Leuconostoc carnosum JB16
G000364865	39537	2214851	0.0178508622024687	Actinomyces cardiffensis F0333
G000173895	39517	1872773	0.02110079545145087	Neisseria cinerea ATCC 14685
G000687955	39507	3023790	0.013065391445834532	Clostridioides mangenotii LM2
G000237085	39479	4897678	0.008060758588049275	[Clostridium] clariflavum DSM 19732
G001951175	39475	2316479	0.01704094878477206	Lactobacillus crustorum MN047
G000092505	39125	2101787	0.018615111807238318	Leuconostoc kimchii IMSNU 11154
G000024105	39062	1998633	0.019544358569081967	Anaerococcus prevotii DSM 20548
G000612605	38952	4548084	0.008564485616360648	Pantoea septica isolate FF5
G000253175	38823	4625880	0.008392565306493035	Yersinia enterocolitica subsp. palearctica Y11
G000307875	38729	5371144	0.007210568176909798	Bacillus bataviensis LMG 21833
G900106615	38725	3206179	0.012078240173115724	Lachnospiraceae bacterium KHCPX20 IMG-taxon 2651870364 annotated assembly
G000407545	38583	4179913	0.009230574894740632	Enterococcus gilvus ATCC BAA-350 Ente_gilf_BAA-350_PQ1_CCUG_45553_V2
G001457475	38539	6813182	0.005656534641229311	Achromobacter xylosoxidans NCTC10807
G000465555	38518	4764584	0.008084231487995594	Pantoea dispersa EGD-AAK13
G000307855	38411	4223247	0.00909513462035254	Bacillus azotoformans LMG 9581
G000315505	38356	2324129	0.0165033868601958	Veillonella seminalis ACS-216-V-Col6b
G000191725	38340	1697099	0.022591492894639617	Anaerococcus prevotii ACS-065-V-Col13
G000521765	38248	2443169	0.01565507748338326	Bibersteinia trehalosi USDA-ARS-USMARC-190
G001689415	38150	3102289	0.012297371392542732	Bacteroidales bacterium M2 ASM168941v1
G001311355	37944	3101821	0.012232814208169974	Lactobacillus parafarraginis DSM 18390 = JCM 14109
G000800955	37936	3013087	0.012590409769117187	Kocuria sp. ZOR0020 ZOR0020.1
G000347595	37722	2407846	0.01566628430555775	Bibersteinia trehalosi USDA-ARS-USMARC-192
G000702945	37478	6360979	0.005891860356715531	Clostridium sp. KNHs205 ASM70294v1
G000744375	37383	4041428	0.009249948285605979	Carnobacterium gallinarum DSM 4847 MT44
G001267535	37375	4783533	0.00781326270770997	Erwinia iniecta B120
G000559025	37262	4295921	0.008673809411299695	Luteimonas huabeiensis HB2
G000759535	37226	4780403	0.007787209572080011	Pseudomonas cremoricolorata ND07
G000025305	37197	2329769	0.015965960573773624	Acidaminococcus fermentans DSM 20731
G000158315	37117	3487504	0.010642855176653561	Fusobacterium ulcerans ATCC 49185
G001422605	36988	5115519	0.007230546890745592	Erwinia sp. Leaf53 Leaf53
G000732635	36887	3717420	0.009922742116844479	Clostridium sulfidigenes 113A
G000467935	36647	2088253	0.01754911880887996	Peptostreptococcaceae bacterium oral taxon 113 str. W5053
G001598035	36614	2182100	0.01677924934695935	Streptococcus halotolerans HTS9
G900142225	36609	2818024	0.012991017819578541	Clostridium proteolyticum DSM 3090
G000178835	36523	4714237	0.007747383086594925	Clostridium lentocellum DSM 5427
G001571305	36456	4905774	0.007431243265588671	Erwinia persicina NBRC 102418
G000964565	36170	3699725	0.00977640230017096	Yersinia ruckeri Big Creek 74
G000590885	36029	4640069	0.007764755222390012	Erwinia mallotivora BT-MARDI
G000614105	35990	2426740	0.014830595778698996	Prevotella micans DSM 21469 = JCM 16134
G001940895	35987	1015310	0.0354443470467148	Christensenellaceae bacterium Phil10 ASM194089v1
G000016505	35980	4023800	0.008941796311943934	Clostridium kluyveri DSM 555
G000301035	35910	1897623	0.01892367451279838	Facklamia hominis CCUG 36813
G001562845	35886	1504164	0.02385777082818097	Atopobium vaginae CMW7778A
G000259175	35834	4402109	0.008140189168419047	Providencia stuartii MRSN 2154
G000008805	35795	2272360	0.015752345579045573	Neisseria meningitidis MC58
G000739995	35742	3505986	0.010194564382173803	Comamonas granuli NBRC 101663
G000368565	35660	4595172	0.007760318873809294	Acinetobacter gerneri DSM 14967 = CIP 107464
G000196295	35624	2220606	0.016042467686748572	Neisseria lactamica 020-06
G000433455	35600	1408829	0.025269212942095883	Mycoplasma sp. CAG:877 MGS877
G001050095	35521	2712841	0.013093653479875894	Enterococcus massiliensis AM1
G000400735	35504	4078922	0.008704260586498098	Acinetobacter tandoii DSM 14970 = CIP 107469
G000380025	35460	2036468	0.01741250046649395	Streptococcus entericus DSM 14446
G000434675	35443	1490061	0.0237862745216471	Faecalibacterium sp. CAG:1138 MGS1138
G000686125	35260	3561124	0.009901368219696928	Ruminococcus sp. NK3A76 ASM68612v1
G000018685	35255	4847594	0.00727268001404408	Lachnoclostridium phytofermentans ISDg
G900155635	35239	1748607	0.02015261290844655	Olsenella sp. Marseille-P3197 Olsenella urinainfantis
G000376645	35176	2731870	0.012876161750010067	Mannheimia haemolytica M42548
G000800935	35086	4937598	0.00710588427814496	Methylobacterium sp. ZNC0032 ZNC0032.1
G000379505	35028	5563209	0.006296366000270707	Desulfitobacterium hafniense PCP-1
G900120365	34972	1534486	0.022790693430894775	Massiliomicrobiota timonensis SN16
G000374325	34689	1441290	0.024068022396603043	Allofustis seminis DSM 15817
G001602545	34670	5172400	0.006702884541025442	bacteria symbiont BFo1 of Frankliniella occidentalis SwAb130
G001714725	34649	4574859	0.007573785334149096	Acidovorax sp. RAC01 ASM171472v1
G000813025	34591	1943931	0.01779435586962706	Lactobacillus ruminis DPC 6832
G000431195	34553	3485124	0.009914424852602088	Prevotella sp. CAG:255 MGS255
G000433875	34427	1208442	0.02848874832221985	Firmicutes bacterium CAG:884 MGS884
G000712055	34314	4207177	0.008156062842138564	Ruminococcus sp. HUN007 ASM71205v1
G000018665	34189	6767514	0.00505192896534828	Delftia acidovorans SPH-1
G000463345	34097	4944787	0.006895544742372119	Serratia sp. ATCC 39006 Serratia.strain_ATCC_39006_v1.0
G000213825	34065	2143887	0.01588936357186736	Streptococcus parauberis KCTC 11537
G000301055	33810	1766666	0.019137743070846442	Facklamia ignava CCUG 37419
G000406925	33739	2583038	0.013061751317634507	Enterococcus columbae DSM 7374 = ATCC 51263 Ente_colu_ATCC51263_V1
G000376425	33726	3609948	0.00934251684511799	Thiobacillus denitrificans DSM 12475
G000364625	33671	3752096	0.008973917511705457	Pseudomonas thermotolerans DSM 14292
G000145275	33549	5262222	0.006375443681395426	Clostridium cellulovorans 743B ASM14527v1
G000440115	33464	2230110	0.015005537843424763	Streptococcus suis YS56
G000620765	33455	3242094	0.010318948185956361	Desulfovermiculus halophilus DSM 18834
G001298465	33425	1840041	0.018165356098043466	Campylobacter concisus ATCC 33237
G001042675	33291	1890857	0.017606302327463155	Parascardovia denticolens DSM 10105 = JCM 12538
G000009545	33143	1852352	0.017892387623950522	Streptococcus uberis 0140J
G001403635	33142	3732966	0.008878194979541737	Clostridium sp. ND2 Clostridium massilioamazoniensis
G900112885	32934	3113820	0.010576719270863441	[Clostridium] aminophilum F
G001562415	32829	3094505	0.010608804962344544	Thermotalea metallivorans B2-1
G001705305	32808	6150005	0.005334629809244058	Paenibacillus kribbensis 6hRe76
G000369105	32787	3218415	0.010187312698952745	Acinetobacter lwoffii NCTC 5866 = CIP 64.10 = NIPH 512 CIP 64.10
G000711825	32747	3114416	0.010514651864105502	[Clostridium] aminophilum DSM 10710
G000829395	32692	2400586	0.013618341521611807	Lactobacillus hokkaidonensis JCM 18461 LOOC260
G000431935	32540	2990058	0.010882732040649379	Prevotella sp. CAG:487 MGS487
G000702265	32351	3407272	0.009494692528216121	Butyrivibrio sp. NC2002 ASM70226v1
G000769075	32279	2293773	0.014072447447938397	Porphyromonas sp. COT-290 OH3588 ASM76907v1
G000437435	32193	1952918	0.016484563099935585	Clostridium sp. CAG:768 MGS768
G000403415	32186	2407520	0.013368943975543298	Firmicutes bacterium M10-2 Firm_bact_M10-2_V1
G000144735	32126	2503840	0.012830692057000447	Propionibacterium acnes HL063PA2
G000212915	31983	2991798	0.010690227080839014	Bacteroides coprosuis DSM 18011
G000145515	31878	2505472	0.012723351129048738	Propionibacterium acnes HL030PA2
G900002265	31801	2500326	0.012718741476111515	Serratia symbiotica SCt-VLC
G000311985	31728	1770670	0.017918640966413844	Kallipyga massiliensis ph2
G000433255	31721	1201573	0.026399561241805532	Coprobacillus sp. CAG:605 MGS605
G001434935	31682	2686405	0.011793456310571191	Lactobacillus uvarum DSM 19971
G000145555	31635	2476421	0.012774483821611915	Propionibacterium acnes HL037PA1
G000317935	31481	4899574	0.006425252481134074	Bordetella parapertussis Bpp5
G000517425	31419	5159425	0.006089632081094308	Sodalis praecaptivus HS1
G000384195	31350	2052877	0.015271251029652532	Allobaculum stercoricanis DSM 13633
G000243135	31338	3624449	0.008646279751763648	Desulfitobacterium dichloroeliminans LMG P-21439
G000754275	31328	2271840	0.013789703500246496	Pasteurella multocida ATCC 43137
G900096945	31187	4609043	0.006766480590439273	Anaerobium acetethylicum GluBS11
G000753355	31175	3750216	0.00831285451291339	Clostridium sp. LF2 Clostridium amazonitimonense Clostridium amazonitimonense (G000753355)
G000745855	31138	6535173	0.004764678762138355	Xenophilus azovorans DSM 13620
G000022065	31074	4068724	0.007637283826575605	[Clostridium] cellulolyticum H10
G000421665	31032	2242440	0.013838497351099694	Bavariicoccus seileri DSM 19936
G900105895	31013	1779562	0.01742732200395378	Atopobium minutum DSM 20586 IMG-taxon 2634166360 annotated assembly
G000426565	30984	2668851	0.011609490376195599	Prevotella albensis DSM 11370 = JCM 12258 DSM 11370
G000484635	30934	3681020	0.008403648988595552	Comamonas badia DSM 17552
G000620985	30927	2503118	0.012355390357146567	Brochothrix thermosphacta DSM 20171 = FSL F6-1036 DSM 20171 ASM62098v1
G000014765	30926	2781824	0.011117166290894032	Nitrosomonas eutropha C91
G000740055	30802	1860394	0.01655670788015872	Lactobacillus oryzae JCM 18671 SG293
G000407245	30705	4614282	0.0066543397217595284	Enterococcus avium ATCC 14025 Ente_aviu_ATCC14025_V2
G000227315	30438	2237864	0.013601362728029942	Peptoniphilus indolicus ATCC 29427
G001438845	30424	2989578	0.010176687144473234	Lactobacillus xiangfangensis LMG 26013
G000336255	30308	5272860	0.0057479242763889046	Erwinia toletana DAPP-PG 735
G001975685	30271	2300992	0.013155630267293411	Jeotgalibaca sp. PTS2502 ASM197568v1
G001594265	30205	2367908	0.012755985452137499	Aggregatibacter actinomycetemcomitans 624
G000424205	30073	3542160	0.00849001739051878	Clostridium cadaveris AGR2141
G000686965	30022	3712078	0.008087653330560404	Butyrivibrio sp. AE2005 ASM68696v1
G001436395	29993	2054664	0.014597520567839802	Lactobacillus malefermentans DSM 5705 = KCTC 3548 DSM 5705
G001578185	29765	5521719	0.005390531463118641	Bacillus simplex isolate SH-B26
G000209675	29659	2694139	0.01100871187418318	Gallibacterium anatis UMN179
G000735345	29296	4867810	0.006018312136258399	Ewingella americana ATCC 33852
G000312025	29281	1758598	0.016650195212322545	Peptoniphilus timonensis JC401
G900115365	29242	4624179	0.006323717139842554	Anaerocolumna aminovalerica DSM 1283
G000379905	29223	2257166	0.01294676598885505	Rodentibacter pneumotropicus DSM 21403
G000732605	28976	5038011	0.005751476128178362	[Clostridium] celerecrescens 152B
G001543285	28879	2199877	0.013127552131323706	Aerococcus viridans CCUG4311
G000752675	28870	2453577	0.011766494387581886	bacterium OL-1 isolate human stool
G001644955	28803	6120625	0.004705891963647503	Pseudomonas putida CBF10-2
G001038625	28797	5752782	0.005005751999641217	Clostridium carboxidivorans P7 ASM103862v1
G000159435	28710	1877332	0.015292979611491201	Lactobacillus vaginalis DSM 5837 = ATCC 49540
G001941825	28508	7523017	0.0037894371367232058	Massilia putida 6NM-7T
G000428685	28507	3171092	0.008989647730182536	Actinomyces slackii ATCC 49928
G001592855	28491	3560129	0.008002799898543002	Acinetobacter sp. BMW17 ASM159285v1
G000374625	28477	2503561	0.011374598022576642	Brachymonas chironomi DSM 19884
G001458475	28410	2140065	0.013275297712919935	Kingella kingae KWG1
G001026985	28394	4094629	0.006934449983136445	Pragia fontium 24613
G000368905	28381	3195486	0.008881591094437591	Acinetobacter radioresistens DSM 6976 = NBRC 102413 = CIP 103788
G000424545	28361	3871453	0.0073256733324671645	Butyrivibrio sp. NC3005 ASM42454v1
G000016825	28208	1999618	0.014106694378626317	Lactobacillus reuteri DSM 20016 ASM1682v1
G001437015	28201	1719821	0.01639763673079931	Atopobium minutum DSM 20586 ASM143701v1
G000009865	28060	2697861	0.010400832363120265	Staphylococcus haemolyticus JCSC1435
G001941225	27708	1904062	0.014552047149725167	Oscillospiraceae bacterium Zagget12 ASM194122v1
G000406945	27655	2822228	0.009798995687095444	Enterococcus dispar ATCC 51266 Ente_disp_ATCC51266_V1
G001705225	27569	4607758	0.005983170123083721	Pseudomonas xanthomarina UASWS0955
G001055535	27508	2266283	0.012137936877256724	Arcanobacterium haemolyticum 64_AHAE
G000188015	27454	2234402	0.012286956420554582	Streptococcus ictaluri 707-05
G900120375	27433	1864878	0.014710345663362429	Ndongobacter massiliensis Marseille-P3170
G000015885	27427	2274482	0.012058569819413827	Actinobacillus pleuropneumoniae serovar 5b str. L20
G000428045	27336	4588530	0.005957463501382796	Sedimenticola selenatireducens DSM 17993
G001552295	27269	2327754	0.011714725868798851	Globicatella sanguinis NBRC 15551
G000703125	26875	3060291	0.00878184460235971	Clostridium algidicarnis B3
G001866515	26763	5969261	0.00448346956181008	Massilia timonae NEU
G001438725	26760	2114096	0.012657892546033861	Pediococcus inopinatus DSM 20285
G000015865	26572	3843301	0.0069138482778215915	Ruminiclostridium thermocellum ATCC 27405
G000185885	26524	2617381	0.010133794048325406	Staphylococcus pseudintermedius HKU10-03
G001049775	26405	1483295	0.017801583636431053	Atopobium vaginae 44061
G000324445	26391	4358986	0.006054389713571	Yersinia pestis CMCC90027
G000310185	26355	4280700	0.006156703342911206	Thauera aminoaromatica S2
G001435695	26290	1541412	0.017055790405160982	Lactobacillus psittaci DSM 15354 ASM143569v1
G000185445	26219	2098776	0.012492519449431479	Mobiluncus curtisii subsp. holmesii ATCC 35242
G900115425	26198	2344887	0.011172393381855928	Acidaminococcus fermentans pGA-4
G000425905	26143	1542852	0.016944593519015432	Lactobacillus psittaci DSM 15354 ASM42590v1
G001689425	26133	3133976	0.00833860884703648	Bacteroidales bacterium M1 ASM168942v1
G000435495	26110	1356933	0.019241922777322094	Firmicutes bacterium CAG:552 MGS552
G000015725	26099	4643639	0.00562037660550271	Methylibium petroleiphilum PM1
G000445445	26053	5383666	0.0048392675177100514	Sporomusa ovata DSM 2662 SOV1
G000968175	25985	3659523	0.007100652188823516	Xenorhabdus poinarii G6
G000225325	25969	1375770	0.01887597490859664	Lactobacillus sanfranciscensis TMW 1.1304
G000067205	25964	5287950	0.004910031297572784	Bordetella petrii DSM 12804
G000196395	25942	5040536	0.0051466748774336695	Aeromonas salmonicida subsp. salmonicida A449
G001412595	25915	6267305	0.004134951147263457	Massilia sp. WG5 ASM141259v1
G001437125	25820	2362603	0.010928624064220693	Lactobacillus paucivorans DSM 22467
G001828765	25803	3474931	0.007425471182017715	Pseudomonadales bacterium RIFCSPHIGHO2_12_FULL_40_16 ASM182876v1
G001953195	25802	3636349	0.007095578559703703	Acinetobacter soli GFJ2
G000445145	25793	4848286	0.005320024437502243	Sphingobium baderi LL03 ASM44514v1
G000378085	25783	3508589	0.007348538116034679	Prevotella loescheii DSM 19665 = JCM 12249 = ATCC 15930 DSM 19665
G000508745	25749	1490671	0.017273429214092178	Staphylococcus sp. DORA_6_22 Stp_DORA_6_22_velvet_1.1
G000620305	25717	4361351	0.005896567370982065	Desulfitibacter alkalitolerans DSM 16504
G000746015	25674	3724716	0.006892874517144394	Lachnospiraceae bacterium MA2020 ASM74601v1
G001750685	25578	5817221	0.004396944864222968	Geosporobacter ferrireducens IRF9
G000063585	25538	3903260	0.006542736071898874	Clostridium botulinum A str. ATCC 3502
G000195275	25473	2897425	0.008791599437431512	Treponema succinifaciens DSM 2489
G001433765	25420	2705076	0.009397148176243477	Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001
G000442905	25309	2869246	0.008820784275729581	Avibacterium paragallinarum JF4211
G000006845	25286	2153922	0.011739515172787129	Neisseria gonorrhoeae FA 1090
G001005215	25277	3158922	0.008001780354184118	Lampropedia cohaerens CT6
G001807435	25216	2168922	0.011626052020312395	Actinomyces sp. HMSC08A01 ASM180743v1
G000703005	25138	2804489	0.008963486752845171	Pseudobutyrivibrio ruminis HUN009
G000443165	25116	4145786	0.006058199820251214	Thauera terpenica 58Eu
G000724775	25098	4843789	0.005181480861367	Lysinibacillus fusiformis RB-21
G000145035	24973	4404886	0.005669386222481127	Butyrivibrio proteoclasticus B316
G000732725	24971	4676087	0.005340148718362169	Clostridium sp. KNHs209 ASM73272v1
G001611775	24940	2277540	0.010950411408800724	[Haemophilus] parasuis SC1401
G000283615	24854	2562720	0.00969828931760005	Tetragenococcus halophilus NBRC 12172
G000250655	24838	8739048	0.0028421860138541405	Paenibacillus mucilaginosus 3016
G000007745	24765	2314078	0.01070188645326562	Mannheimia succiniciproducens MBEL55E
G000741775	24725	2790088	0.008861727658769187	Bifidobacterium subtile LMG 11597
G001477655	24633	2543538	0.00968454176819847	Methanobrevibacter millerae SM9
G000968195	24571	4203651	0.005845156983774343	Xenorhabdus doucetiae FRM16
G001042405	24526	1704859	0.01438594042087938	Lactobacillus acetotolerans NBRC 13120
G000703165	24497	4470907	0.005479201423782691	Butyrivibrio sp. AE3004 ASM70316v1
G000421005	24470	3040979	0.008046750733891947	Clostridiales bacterium NK3B98 ASM42100v1
G000178115	24111	3008576	0.00801409038694718	Ethanoligenens harbinense YUAN-3
G001456215	24043	2709797	0.008872620347575851	Staphylococcus aureus MS4
G000287635	24035	3164912	0.0075942079906171165	Prevotella sp. MSX73 PspMSX73v1.0
G000017045	24023	3760560	0.006388144318931223	Clostridium botulinum A str. Hall
G000752035	23949	4309569	0.005557168245826903	Bacillus rubiinfantis
G000271665	23943	5380816	0.0044496968489537644	Pelosinus fermentans JBW45
G900101835	23846	1968473	0.012113958382969947	Peptococcus niger DSM 20475
G000252955	23835	4587917	0.005195168090442787	Xenorhabdus nematophila ATCC 19061
G000436695	23813	3149457	0.007560985909634581	Prevotella sp. CAG:1185 MGS1185
G000175395	23804	2541246	0.009367058521685819	Clostridium botulinum D str. 1873
G000026065	23671	1884661	0.012559818450108534	Lactobacillus sakei subsp. sakei 23K
G001639275	23652	2140433	0.011050100610483954	Methanobrevibacter oralis DSM 7256
G000335815	23643	7114674	0.003323131882079207	Janthinobacterium sp. HH01 ASM33581v1
G000275725	23566	3693745	0.006379974795228149	Halomonas stevensii S18214
G900119535	23556	3642793	0.006466466801709567	Ruminococcus flavefaciens XPD3002
G000221605	23481	1731014	0.013564881624296511	Veillonella sp. oral taxon 780 str. F0422
G001435035	23404	3125880	0.007487171612473927	Lactobacillus manihotivorans DSM 13343 = JCM 12514 DSM 13343
G000027225	23397	4225498	0.0055370988224346575	Xenorhabdus bovienii SS-2004
G000425625	23378	5017423	0.004659363980274336	Pseudomonas azotifigens DSM 17556
G000187975	23333	2418558	0.009647484162050279	Streptococcus criceti HS-6
G000014465	23278	2340228	0.00994689406331349	Lactobacillus brevis ATCC 367
G001191005	23269	6361416	0.0036578334131897676	Massilia sp. NR 4-1 ASM119100v1
G000296485	23221	2143714	0.010832135256848629	Actinomyces neuii BVS029A5
G900155405	23189	1360589	0.0170433540180025	Negativicoccus massiliensis AT7
G000239355	23097	2553535	0.009045108056086954	Cardiobacterium valvarum F0432
G000156055	23077	2479772	0.009306097496060121	[Clostridium] hiranonis DSM 13275
G000160835	23061	2302896	0.010013912916605874	Lactobacillus antri DSM 16041 ASM16083v1
G000826105	22982	4723534	0.004865424912787756	Pseudomonas sp. CB1 Pseudomonas massiliensis CB1
G000196535	22908	2146480	0.01067235660243748	Mobiluncus curtisii ATCC 43063
G000468815	22805	1717627	0.01327703861199201	Atopobium sp. BV3Ac4 AspBV3AC4v1.0
G001010285	22797	5147098	0.004429097716810521	Photorhabdus temperata subsp. thracensis DSM 15199
G001878775	22775	3220005	0.007072970383586361	Acinetobacter sp. AR2-3 ASM187877v1
G000621865	22734	3086437	0.007365774840050194	Pseudobutyrivibrio sp. MD2005 ASM62186v1
G001434535	22734	1880186	0.012091356918943126	Lactobacillus animalis KCTC 3501 = DSM 20602
G001652405	22628	2334734	0.009691896378773771	Bibersteinia trehalosi Y31
G000612845	22601	4433668	0.005097585114627437	Clostridium ihumii AP5
G900129085	22581	2124342	0.01062964437929486	Atopostipes suicloacalis DSM 15692
G000021885	22577	2269156	0.009949514268741329	Haemophilus parasuis SH0165
G000951135	22483	4652098	0.004832873254174783	Rouxiella chamberiensis 130333
G000250875	22457	2376899	0.0094480245058793	Sutterella parvirubra YIT 11816
G000016985	22453	4929566	0.0045547620216465304	Alkaliphilus metalliredigens QYMF
G001436215	22392	2058058	0.010880159840004509	Lactobacillus agilis DSM 20509
G001435475	22368	2241837	0.009977531818771838	Lactobacillus antri DSM 16041 ASM143547v1
G000159235	22344	1430526	0.015619429496562802	Atopobium vaginae DSM 15829 ASM15923v2
G000318095	22258	2553017	0.0087183124906728	Prevotella sp. oral taxon 473 str. F0040
G001261775	22231	3511751	0.006330460217709058	Anaeromassilibacillus senegalensis mt9
G001282685	22217	4578674	0.00485227819233254	Lachnospiraceae bacterium mt14 Niameyia massiliensis
G000014125	22207	2547720	0.00871642095677704	Clostridium novyi NT
G000158195	22201	2671036	0.008311756187486802	Fusobacterium mortiferum ATCC 9817
G000447205	22157	4754053	0.004660654813903	Sphingobium ummariense RL-3
G000204565	22120	3207592	0.006896138910434993	Clostridium botulinum BKT015925
G000741645	22101	1892860	0.011675982375875658	Bifidobacterium minimum LMG 11592
G000468535	22085	1499757	0.0147257188997951	Peptoniphilus sp. ChDC B134 de novo
G001435585	22077	3309179	0.006671443279435776	Lactobacillus perolens DSM 12744
G900103835	22046	2916215	0.0075597992603426015	Acetanaerobacterium elongatum CGMCC 1.5012
G001281465	22031	5578743	0.003949097493826118	Cupriavidus gilardii CR3
G000723405	21950	5288135	0.0041508017476860936	Hydrogenophaga intermedia S1
G000468855	21917	1801377	0.012166803506428693	Coriobacteriaceae bacterium BV3Ac1 CspBC3AC1v1.0
G001548675	21907	2273296	0.009636668520069537	Methanobrevibacter sp. YE315 ASM154867v1
G000013705	21883	2971517	0.007364251996539142	Methylobacillus flagellatus KT
G000807255	21868	4352101	0.005024699564647052	Clostridium pasteurianum DSM 525 = ATCC 6013 DSM 525 ASM80725v1
G001078275	21806	4912977	0.004438449437072472	Bordetella hinzii F582
G900116265	21806	3728357	0.005848688846052027	Acinetobacter bohemicus ANC 5076
G000164985	21724	6238510	0.0034822417532391547	Paenibacillus polymyxa SC2
G000298115	21592	2563168	0.008423950361427733	Lactobacillus buchneri CD034
G900103115	21488	2104115	0.010212369571054813	Kandleria vitulina WCC7
G000159035	21440	2702812	0.007932479210540726	Actinomyces urogenitalis DSM 15434
G000178335	21394	1418601	0.015081055208617505	Atopobium vaginae DSM 15829 ASM17833v1
G001262605	21366	6878816	0.003106057786688872	Pseudobacteroides cellulosolvens ATCC 35603 = DSM 2933 ASM126260v1
G000614355	21339	2356153	0.00905671236120914	Porphyromonas cangingivalis JCM 15983
G000400795	21339	4867258	0.004384193317880416	Dickeya solani IPO 2222 DSOIPO2222_1.0
G000248095	21222	2434610	0.00871679653003972	Lactobacillus mucosae LM1
